X	Y	rain	djungle	snouter1.1	snouter1.2	snouter1.3	snouter1.4	snouter1.5	snouter1.6	snouter1.7	snouter1.8	snouter1.9	snouter1.10	snouter2.1	snouter2.2	snouter2.3	snouter2.4	snouter2.5	snouter2.6	snouter2.7	snouter2.8	snouter2.9	snouter2.10	snouter3.1	snouter3.2	snouter3.3	snouter3.4	snouter3.5	snouter3.6	snouter3.7	snouter3.8	snouter3.9	snouter3.10
12	9	1034	5	53.3	72.6	68.7	66.5	88.6	56.8	63.4	66.1	59.7	72	0	1	1	1	1	0	1	1	1	1	4	9	8	7	13	5	6	7	5	9
13	9	1068.5	16	63.8	75.3	68.3	71.9	78.8	60.1	63.2	62.3	59.2	62.1	1	1	1	1	1	1	1	1	0	1	6	9	8	8	10	5	6	6	5	6
14	9	1133	1	66.6	63.6	70.6	64	59.6	47.8	54.7	60.6	49.8	66	1	1	1	1	1	0	0	1	0	1	7	6	8	6	5	2	4	5	3	7
15	9	1137.5	17	68.2	65.4	70.2	55.3	55.6	53.6	61.2	64.7	42.9	54.9	1	1	1	0	0	0	1	1	0	0	7	7	8	4	4	4	6	6	1	4
16	9	1112	0	59.3	72.8	65.4	63	55.6	56.4	56.8	63.9	44.4	70.8	0	1	1	1	0	0	0	1	0	1	5	9	7	6	4	4	4	6	1	8
17	9	1056.5	5	53	66.1	61.9	67.1	53.4	61.1	59.9	61.9	47.2	59.4	0	1	1	1	0	1	1	1	0	0	4	7	6	7	4	6	5	6	2	5
18	9	1031	9	46.6	71.5	56.2	67.9	55.7	53.8	72.8	60.6	32.2	65.2	0	1	0	1	0	0	1	1	0	1	2	9	4	8	4	4	9	6	1	7
19	9	1035.5	13	53.3	64.9	55.2	56	50.8	55.2	73.2	67.7	47.5	63.6	0	1	0	0	0	0	1	1	0	1	4	7	4	4	3	4	9	8	2	6
20	9	1010	2	62.7	63.2	46.6	58.2	48	61.9	71.6	73.6	45.4	75.3	1	1	0	0	0	1	1	1	0	1	6	6	2	5	2	6	9	9	2	10
21	9	954.5	6	59.4	62.6	46.4	62.4	57.4	68.2	73.6	68.7	49.5	87.5	0	1	0	1	0	1	1	1	0	1	5	6	2	6	5	8	9	8	3	13
22	9	869	12	55.6	67.1	58.3	66.2	59.6	59.6	75	80.4	53.1	83.1	0	1	0	1	0	0	1	1	0	1	5	8	5	8	6	6	10	12	4	13
23	9	813.5	13	57.3	59.1	63.1	65.4	71.8	57.4	78	87.7	61.1	80	0	0	1	1	1	0	1	1	1	1	5	6	7	8	10	5	11	14	6	12
24	9	758	16	59.3	66.1	65.8	60.1	73.4	60.1	82.3	79.9	67.2	79.5	0	1	1	0	1	0	1	1	1	1	6	8	8	6	10	6	13	12	8	12
25	9	702.5	2	54.3	55.7	62.7	59.2	72.6	60.3	74.9	82.6	77	82.2	0	0	1	0	1	0	1	1	1	1	5	5	7	6	10	7	11	14	12	13
26	9	647	5	66.1	58.3	59.5	55.6	77.3	77.7	84.7	88.7	78.4	85.7	1	0	0	0	1	1	1	1	1	1	9	6	7	5	12	12	15	16	13	15
27	9	621.5	7	69.1	65.4	59.6	50.8	78.2	79.1	77.9	84.1	80.5	90.1	1	1	0	0	1	1	1	1	1	1	10	9	7	4	13	13	13	15	14	17
28	9	596	9	72.6	70.5	63.1	54.5	77.8	85.9	73.3	71.9	76.5	79	1	1	1	0	1	1	1	1	1	1	11	10	8	5	13	16	11	11	12	13
29	9	600.5	1	69.2	74.9	64.4	53.6	73	85.8	70.8	65.8	72.8	83.6	1	1	1	0	1	1	1	1	1	1	10	12	8	5	11	15	10	9	11	15
30	9	605	5	67.8	68.3	62.2	53.7	70.2	84.5	61.9	59.3	66.6	68.5	1	1	1	0	1	1	1	0	1	1	9	10	8	5	10	15	7	7	9	10
31	9	609.5	10	73.3	74.5	59.3	60.2	77.4	89.6	65.6	63.8	77	64.6	1	1	0	0	1	1	1	1	1	1	11	12	7	7	13	17	9	8	12	8
32	9	554	10	79.8	69.7	71.9	76.1	72.1	86.7	67.6	57.1	74.6	61.3	1	1	1	1	1	1	1	0	1	1	14	10	11	13	11	16	10	6	12	8
33	9	498.5	13	82.9	74.3	72.2	72.1	84.8	87.6	65.2	65.2	75.9	69	1	1	1	1	1	1	1	1	1	1	15	12	12	12	16	17	9	9	13	10
34	9	473	4	83.9	84.7	83.9	70.2	83.1	87.1	64.3	75	82.6	69.1	1	1	1	1	1	1	1	1	1	1	16	16	16	11	16	17	9	13	15	11
35	9	477.5	10	88.7	84.3	83.4	75.8	80.1	73.8	53.4	66.2	81.8	69.3	1	1	1	1	1	1	0	1	1	1	18	16	16	13	15	12	5	10	15	11
36	9	452	5	80.1	84.5	68.6	91.5	71.7	77.3	51.9	65	74.2	67.5	1	1	1	1	1	1	0	1	1	1	15	16	11	19	12	14	5	9	13	10
37	9	516.5	5	65.5	85.3	75.7	89	72.2	64.9	60.8	62.8	79.2	72.8	1	1	1	1	1	1	1	1	1	1	9	16	13	17	11	9	8	8	14	12
38	9	581	16	67.3	82.3	71.3	84.9	76.7	69.9	60.7	69.6	80.2	76.5	1	1	1	1	1	1	1	1	1	1	9	14	11	15	13	10	7	10	14	12
39	9	645.5	8	58.9	93.7	70.2	76.7	73.9	71.6	62.8	63.7	78.6	74.2	0	1	1	1	1	1	1	1	1	1	6	18	10	12	11	10	8	8	13	11
40	9	710	5	57.9	100.2	74.7	72.5	82.7	67.2	61.3	61.3	78.9	65.4	0	1	1	1	1	1	1	1	1	1	6	19	11	10	14	9	7	7	12	8
41	9	714.5	1	71.7	101.3	73.7	69.5	67.7	60.1	73.9	65.4	77.2	65.9	1	1	1	1	1	0	1	1	1	1	10	19	11	9	9	6	11	8	12	8
42	9	629	16	69.7	87.7	67.5	67.2	71.2	65.2	80.9	71.1	83.6	66.1	1	1	1	1	1	1	1	1	1	1	10	16	9	9	10	8	14	10	14	9
43	9	513.5	8	68.3	87.6	65.8	73.8	73.7	70.3	78.9	85.3	66.7	73.8	1	1	1	1	1	1	1	1	1	1	10	17	9	12	12	11	14	16	10	12
44	9	458	12	72	84.8	61.6	74.1	69	75.3	80.7	75.1	58.6	70.6	1	1	1	1	1	1	1	1	0	1	12	16	8	13	11	13	15	13	7	11
45	9	432.5	1	79	79	62	67.8	70.2	83.3	98.6	71.9	61.9	72.9	1	1	1	1	1	1	1	1	1	1	14	14	8	10	11	16	22	12	8	12
46	9	407	6	88.4	76.2	63.3	65.8	71	77.4	99.3	75.9	71.6	78.7	1	1	1	1	1	1	1	1	1	1	18	14	9	10	12	14	22	14	12	15
4	10	280	13	69.6	77.6	75.3	67.9	67.4	69.7	78.5	80.4	57.6	87	1	1	1	1	1	1	1	1	0	1	12	15	14	12	11	12	16	16	8	19
5	10	465	15	64.3	63.1	80	74	75.9	64.8	67.7	77	64.4	80.9	1	1	1	1	1	1	1	1	1	1	9	9	15	12	13	9	10	14	9	15
6	10	680	5	53.3	52.2	78.9	79.4	74.3	51.7	68.6	65.8	64.4	79.4	0	0	1	1	1	0	1	1	1	1	4	4	13	13	11	4	9	8	8	13
7	10	805	19	58.2	47.7	91.7	80.7	79.6	45.2	65.6	58.2	59.4	77.7	0	0	1	1	1	0	1	0	0	1	6	2	16	12	12	2	8	6	6	11
8	10	930	18	46.9	51.6	83	83.4	86.4	51	68.2	54.2	74.9	76.4	0	0	1	1	1	0	1	0	1	1	2	3	12	12	13	3	8	4	10	10
9	10	1025	18	60	49.6	87.7	71.8	77.8	51.6	67.4	58.8	70.9	71.3	1	0	1	1	1	0	1	0	1	1	5	3	13	9	10	3	7	5	8	8
10	10	1030	8	49.6	59.6	76.1	70.6	68.1	60.9	70.2	64.5	67.2	68.1	0	0	1	1	1	1	1	1	1	1	3	5	10	8	8	6	8	7	7	8
11	10	1125	7	52.2	62.8	67.6	72.7	76.4	43.4	67.6	66.4	67.3	75.9	0	1	1	1	1	0	1	1	1	1	3	6	7	8	9	1	7	7	7	9
12	10	1190	6	42.2	66.3	66.5	68.6	77.6	43.4	65.1	59.4	59.2	71.2	0	1	1	1	1	0	1	1	1	1	1	7	7	7	9	1	6	5	5	8
13	10	1195	13	47.5	77.1	63.1	74.6	70.9	44.9	61.3	51.2	44.5	60.9	0	1	1	1	1	0	1	0	0	1	2	9	6	9	8	1	5	3	1	5
14	10	1230	8	50.3	72.6	68.2	65.2	64	42.5	56.9	54.6	37.2	58.1	0	1	1	1	1	0	0	0	0	0	3	8	7	6	6	1	4	4	0	5
15	10	1205	1	49.9	75.5	75.1	52.7	45.8	51.2	57.5	60.9	40.1	55.8	0	1	1	0	0	0	0	1	0	0	3	9	9	3	2	3	4	5	0	4
16	10	1150	12	43.2	70.1	66.6	57.9	55.4	52.1	45.8	71.5	40.5	54.4	0	1	1	0	0	0	0	1	0	0	1	8	7	5	4	3	2	8	0	4
17	10	1065	16	43.6	64.2	61.9	54.5	53.5	69	58.3	64.5	35.4	56.1	0	1	1	0	0	1	0	1	0	0	1	6	6	4	4	8	5	7	0	4
18	10	1040	11	51.1	74.7	52.1	55.7	49	69.1	68.5	63.8	30.9	67.8	0	1	0	0	0	1	1	1	0	1	3	9	3	4	2	8	8	6	1	8
19	10	1045	5	49.9	76.1	52.8	56.2	51.2	64.5	67.8	70.5	45.3	74.6	0	1	0	0	0	1	1	1	0	1	3	10	3	4	3	7	7	8	2	9
20	10	1050	2	50.4	65.6	43.6	58.7	56.1	67.2	64.9	64.7	38.9	73	0	1	0	0	0	1	1	1	0	1	3	7	1	5	4	7	7	7	0	9
21	10	1025	17	59.2	67.7	40.4	64.2	60.6	67.5	71.3	66.6	42.1	86.2	0	1	0	1	1	1	1	1	0	1	5	8	0	7	6	7	9	7	1	12
22	10	1000	19	51.1	61.2	64	59.7	67.6	66.4	63.8	72.6	53	82.6	0	1	1	0	1	1	1	1	0	1	3	6	7	5	8	7	7	9	4	12
23	10	885	1	58.4	70.6	71.3	65.2	78.7	67.5	62.4	78.2	63	85.4	0	1	1	1	1	1	1	1	1	1	5	9	9	7	11	8	7	11	7	13
24	10	860	1	49.6	73.8	63.1	66.3	72.8	51.7	74.2	80	64.5	83.8	0	1	1	1	1	0	1	1	1	1	3	10	7	8	10	3	10	12	7	13
25	10	865	17	42	64.3	48.3	57.5	65.2	68.1	74.4	82.9	68.1	83.6	0	1	0	0	1	1	1	1	1	1	1	7	3	5	7	8	10	13	8	13
26	10	810	7	54.3	59.8	49.9	49.9	71.1	71.6	83	85.7	72.3	80.2	0	0	0	0	1	1	1	1	1	1	4	6	3	3	9	10	13	14	10	12
27	10	785	6	55.9	67.8	53	56.6	76.5	79.1	73.8	87.3	63.8	94.9	0	1	0	0	1	1	1	1	1	1	5	9	4	5	11	12	10	14	7	17
28	10	790	17	63.6	61.4	65.4	54.4	67.3	75	74.7	74.7	58.7	88.7	1	1	1	0	1	1	1	1	0	1	7	7	8	4	8	11	11	11	6	15
29	10	765	18	73.9	71.5	60.2	63.7	71.4	74.8	66	54.4	60.4	83	1	1	0	1	1	1	1	0	0	1	10	10	6	7	10	11	8	5	6	13
30	10	740	10	76.5	66.9	64.5	59.1	78.5	75.2	66.3	59	69.1	73.5	1	1	1	0	1	1	1	0	1	1	11	8	8	6	12	11	8	6	9	11
31	10	715	10	78.8	64.6	73.4	58.1	68.5	81.2	56	58.4	64.4	58.2	1	1	1	0	1	1	0	0	1	0	12	8	11	6	9	13	5	6	8	6
32	10	690	4	79.3	62	65.6	59.6	73.9	88	59.4	65.6	74.2	63.5	1	1	1	0	1	1	0	1	1	1	13	7	8	6	11	15	6	8	11	8
33	10	635	5	76.6	72.1	64.6	60.3	74.8	86	61.6	73.6	76.4	53.9	1	1	1	0	1	1	1	1	1	0	12	11	8	7	12	15	7	11	12	5
34	10	610	7	78.9	78	73.4	64.9	75.7	80.2	58.7	80.1	69.4	60.6	1	1	1	1	1	1	0	1	1	0	13	13	11	8	12	13	6	13	10	7
35	10	585	14	80.4	81.4	72.7	65.1	74.6	75	56.2	72.3	78.7	62.8	1	1	1	1	1	1	0	1	1	1	14	14	11	9	12	12	6	11	13	8
36	10	560	3	84.7	78.5	72.6	80.9	68.2	72.5	52.8	65.7	80.4	60.6	1	1	1	1	1	1	0	1	1	0	15	13	11	14	10	11	5	9	14	7
37	10	655	10	80	82.5	69.5	82.5	67.4	61.4	62.3	63	80	67.6	1	1	1	1	1	1	1	1	1	1	13	14	10	14	9	7	7	8	13	9
38	10	750	17	65.1	91.2	66	71.2	72.7	61.2	65.1	74.6	70.9	74.2	1	1	1	1	1	1	1	1	1	1	8	16	8	10	10	7	8	11	10	11
39	10	815	5	65.2	91.3	71.5	61.6	73.1	66.3	64.4	61.9	78	68.6	1	1	1	1	1	1	1	1	1	1	8	15	10	7	10	8	7	7	11	9
40	10	850	16	56.2	96.1	64.7	70	71.5	62	68.1	58.4	83.1	57.4	0	1	1	1	1	1	1	0	1	0	5	17	7	9	9	7	8	5	13	5
41	10	795	4	58.3	90.6	74.7	71.8	66.4	62.3	76	53.9	76.7	61.2	0	1	1	1	1	1	1	0	1	1	6	15	11	10	8	7	11	4	11	7
42	10	680	8	65.5	92.6	66.4	65.2	78.3	59	80.5	68	75.1	64	1	1	1	1	1	0	1	1	1	1	8	17	9	8	12	6	13	9	11	8
43	10	565	20	72.3	84.3	71.2	63.9	80.9	69.2	85.9	72.1	77.4	66.1	1	1	1	1	1	1	1	1	1	1	11	15	11	8	14	10	16	11	13	9
44	10	510	3	72.3	80.2	70.1	67.9	69	70	89.1	69.1	63.3	55.7	1	1	1	1	1	1	1	1	1	0	12	14	11	10	10	11	17	10	8	6
45	10	485	3	74.1	79.4	63.3	77.5	61.4	68.1	90.8	67.1	60.4	69.6	1	1	1	1	1	1	1	1	0	1	12	14	9	14	8	10	18	10	8	11
46	10	430	3	77.7	73.3	61.2	62.9	73.4	78.2	96.6	64.6	76.9	70.7	1	1	1	1	1	1	1	1	1	1	14	12	8	9	13	14	21	9	14	12
4	11	342	16	68.7	77	70.9	71.7	60.3	60.9	74.8	74.3	73.2	72.9	1	1	1	1	0	1	1	1	1	1	11	15	12	13	8	8	14	14	13	13
5	11	527.5	3	64.6	76.4	69.2	76	70.8	50.4	69.1	79.2	69.3	80.3	1	1	1	1	1	0	1	1	1	1	9	13	10	13	11	4	10	14	10	14
6	11	713	0	52.5	64.1	72.8	74.9	69.4	47.2	70.3	69.5	68.2	75.7	0	1	1	1	1	0	1	1	1	1	4	8	10	11	9	2	10	9	9	11
7	11	868.5	2	55.6	54	85.4	70.6	70.6	41.4	70.9	57	64.9	75.7	0	0	1	1	1	0	1	0	1	1	5	4	13	9	9	1	9	5	7	10
8	11	994	10	49.5	57	86	78.1	60.3	49.1	70.1	50.7	64.5	73.4	0	0	1	1	1	0	1	0	1	1	3	5	13	10	6	3	8	3	7	9
9	11	1089.5	1	57.8	59.7	81.7	60	71.7	48.9	75.1	53.9	56.4	62.1	0	1	1	1	1	0	1	0	0	1	5	5	11	5	8	2	9	4	4	6
10	11	1155	16	48.8	74.5	75.9	65.6	72.3	52.9	72.2	57.4	62.9	67.2	0	1	1	1	1	0	1	0	1	1	2	9	9	7	8	3	8	5	6	7
11	11	1190.5	2	48.6	68	78.9	75.9	70.3	43.5	66.9	63.5	58.2	68.3	0	1	1	1	1	0	1	1	0	1	2	7	10	9	8	1	7	6	5	7
12	11	1286	3	46.3	66.3	51.6	71.4	69.7	36.8	68.2	61.2	56.5	58.9	0	1	0	1	1	0	1	1	0	1	2	6	3	8	7	0	7	5	4	5
13	11	1321.5	1	43.4	65.8	55.3	69.9	59.9	50.1	60.4	55.1	46.5	60.1	0	1	0	1	1	0	1	0	0	1	1	6	4	7	5	3	5	4	2	5
14	11	1267	9	55.5	67.2	69.8	63.1	56.3	48.8	58.2	55.4	28.4	61.6	0	1	1	1	0	0	0	0	0	1	4	7	7	6	4	2	4	4	2	5
15	11	1242.5	15	53.9	65.4	76.7	62.7	40.6	44.4	55.3	64.1	32.2	63.4	0	1	1	1	0	0	0	1	0	1	3	6	9	6	0	1	4	6	1	6
16	11	1158	0	52.6	68	59.2	59	46.1	47.5	58.3	59.1	35.3	65.8	0	1	1	0	0	0	0	1	0	1	3	7	5	5	2	2	5	5	0	7
17	11	1103.5	8	47.7	66.5	55.5	54.4	48.6	62.1	60	48.5	27.8	67.2	0	1	0	0	0	1	1	0	0	1	2	7	4	4	2	6	5	2	2	7
18	11	1049	8	45	69.8	60.3	51.8	44.5	68.3	67.5	60.3	36.9	60.9	0	1	1	0	0	1	1	1	0	1	1	8	5	3	1	8	7	5	0	6
19	11	1054.5	20	41.6	76.9	66.7	49.1	54.5	62.9	72.2	63.1	36.4	64	0	1	1	0	0	1	1	1	0	1	1	10	7	3	4	6	9	6	0	6
20	11	1060	4	43.9	77.8	47.5	57.6	63	66.6	65.9	59.9	35	85.3	0	1	0	0	1	1	1	1	0	1	1	10	2	5	6	7	7	5	0	12
21	11	1035.5	15	55.6	75	49.9	58.3	69.7	67.2	71.5	57	42.7	80	0	1	0	0	1	1	1	0	0	1	4	9	3	5	8	7	8	5	1	11
22	11	1011	16	49.7	64.7	57.8	64.9	76.3	69.1	61.2	74.3	53.3	85.2	0	1	0	1	1	1	1	1	0	1	3	7	5	7	10	8	6	9	4	12
23	11	956.5	19	47.3	67.6	68.5	65.9	75.7	60.6	57.1	72	58.8	84.2	0	1	1	1	1	1	0	1	0	1	2	8	8	7	10	6	5	9	5	12
24	11	962	2	49.9	68.1	66.7	61.3	68	57	57.6	72.1	53.9	78.6	0	1	1	1	1	0	0	1	0	1	3	8	7	6	8	5	5	9	4	11
25	11	967.5	14	51.3	75.8	55.8	65.6	68	59.9	69.5	66.6	68.2	73.6	0	1	0	1	1	0	1	1	1	1	3	10	4	7	8	6	8	7	8	9
26	11	973	6	43.6	69.4	49.2	61.9	73.3	66.6	76.6	70.1	64.5	83	0	1	0	1	1	1	1	1	1	1	1	8	3	6	9	7	10	8	7	12
27	11	918.5	16	52.1	68.6	64	66.6	66.8	70.8	72.8	69	61.2	93.5	0	1	1	1	1	1	1	1	1	1	4	8	7	8	8	9	9	8	6	15
28	11	924	17	63.3	66.7	52.3	59.7	70.1	66.4	60.7	66.1	58.4	84.8	1	1	0	0	1	1	1	1	0	1	7	8	4	6	9	8	6	7	5	13
29	11	899.5	14	74.6	67.7	62.2	71.5	76.7	73.9	54.8	61.2	62.1	75.1	1	1	1	1	1	1	0	1	1	1	10	8	6	9	11	10	4	6	6	10
30	11	875	8	86	74.6	70.2	60.7	82.2	71.7	59.7	55.4	60.6	68.2	1	1	1	1	1	1	0	0	1	1	13	10	9	6	12	9	6	5	6	8
31	11	820.5	7	80.5	70.2	72.6	58.2	73.5	70.2	52.2	54.4	60	60.1	1	1	1	0	1	1	0	0	0	0	12	9	10	6	10	9	4	4	6	6
32	11	766	6	81.2	59.9	67.2	63.4	80	82.4	54.9	67.7	64	57	1	0	1	1	1	1	0	1	1	0	13	6	8	7	12	13	5	9	7	5
33	11	741.5	16	74.7	74.9	73.1	71.9	71.9	73.7	59.4	66.9	64.1	61.6	1	1	1	1	1	1	0	1	1	1	11	11	10	10	10	11	6	8	8	7
34	11	687	10	79.3	81.2	72.3	69.4	74.4	82.2	61.7	74.4	72.7	55.3	1	1	1	1	1	1	1	1	1	0	13	13	10	10	11	14	7	11	11	5
35	11	632.5	10	79.3	79.5	68.4	65.5	81.1	72.1	55.5	76.6	71.9	57.7	1	1	1	1	1	1	0	1	1	0	13	13	9	9	14	11	5	12	11	6
36	11	668	7	74.4	78.1	70	71.7	67.5	64.6	58	70.2	71.4	58.6	1	1	1	1	1	1	0	1	1	0	11	12	10	10	9	8	6	10	10	6
37	11	703.5	17	73.2	77.5	63.5	79.1	73.6	60.1	66.3	67.7	74.4	64	1	1	1	1	1	0	1	1	1	1	11	12	8	12	11	6	8	9	11	8
38	11	829	6	56.8	93.2	66.5	78.1	71.8	56.1	61.9	64.2	76.2	60.7	0	1	1	1	1	0	1	1	1	1	5	16	8	11	10	5	7	7	11	6
39	11	864.5	4	63.8	90.6	71.1	64.4	76.1	52.7	64.3	66.2	86	57.7	1	1	1	1	1	0	1	1	1	0	7	15	9	7	11	4	7	8	13	5
40	11	870	12	54.2	87	67.3	61.4	68.4	63.9	74.9	55.4	87.6	60.5	0	1	1	1	1	1	1	0	1	1	4	14	8	6	8	7	10	5	14	6
41	11	875.5	17	59.4	85.9	65.6	73	75.1	56.1	79.9	61.5	79.3	64.3	0	1	1	1	1	0	1	1	1	1	6	13	7	10	10	5	12	6	11	7
42	11	761	3	60	88.3	67.4	71.9	86	51.2	73	65.1	80.1	60.3	0	1	1	1	1	0	1	1	1	0	6	15	9	10	14	4	10	8	12	6
43	11	646.5	8	74.9	89.3	63.3	66.3	75.2	62.3	75.4	60.3	73.2	73.2	1	1	1	1	1	1	1	0	1	1	12	16	8	9	12	7	12	7	11	11
44	11	562	13	83.6	90.6	70.3	68.9	70	62.3	75.8	58.7	71.5	69	1	1	1	1	1	1	1	0	1	1	15	17	11	10	10	8	12	7	11	10
45	11	507.5	4	91.5	79.4	66.4	70.3	72.8	69.2	88.4	64.7	60.6	74.2	1	1	1	1	1	1	1	1	0	1	18	14	10	11	12	10	17	9	7	12
46	11	453	10	90.1	65.5	72.2	78.1	70	69.6	76.5	69.3	63.6	73.7	1	1	1	1	1	1	1	1	1	1	18	10	12	14	11	11	13	11	9	12
4	12	404	8	60.7	70.3	73.4	71.7	67.8	55.4	63.8	70.3	70.2	75	1	1	1	1	1	0	1	1	1	1	8	12	13	12	11	6	9	12	12	13
5	12	560	14	56	77.5	71.2	71.5	76.8	53.2	68.3	80.6	66.7	73.8	0	1	1	1	1	0	1	1	1	1	6	13	11	11	13	5	10	14	9	12
6	12	746	14	47.4	79.4	62.7	73.9	67.5	40.4	61.8	76.6	65	68.8	0	1	1	1	1	0	1	1	1	1	2	12	7	11	9	0	7	11	8	9
7	12	962	10	43.2	65.4	84.7	69.6	63.8	35.9	61.2	64.6	69	59	0	1	1	1	1	0	1	1	1	0	1	7	12	8	7	0	6	7	8	5
8	12	1058	5	44.4	61.8	83.7	68.7	59.7	35.7	58.6	53.5	60	69.9	0	1	1	1	1	0	0	0	1	1	1	6	12	8	5	0	5	4	5	8
9	12	1124	15	55.2	57	83.6	59.1	65.5	52.4	74	53.6	57.5	75.8	0	0	1	0	1	0	1	0	0	1	4	4	11	5	7	3	9	4	5	9
10	12	1190	5	51.4	65.3	76.2	64.8	65.3	54.5	62.6	63.4	45.2	67.6	0	1	1	1	1	0	1	1	0	1	3	6	9	6	6	4	6	6	1	7
11	12	1286	10	52.7	58	65.7	71	59.8	50.3	62.6	54.7	45.4	70.2	0	0	1	1	1	0	1	0	0	1	3	4	6	7	5	3	5	4	1	7
12	12	1322	12	45.9	57	57.3	69.7	57.5	41.9	49	59.7	49.9	60.8	0	0	0	1	0	0	0	1	0	1	2	4	4	7	4	1	2	5	2	5
13	12	1328	2	58.2	66.4	57.2	64.6	43.7	50.4	55.8	63.3	42.5	53.9	0	1	0	1	0	0	0	1	0	0	4	6	4	6	1	3	4	6	1	3
14	12	1334	11	62.9	64.3	58.4	55.9	55.1	53	55.1	62.3	37.5	62.5	1	1	1	0	0	0	0	1	0	1	5	6	4	4	4	3	4	5	0	5
15	12	1250	0	62.7	65.5	64.9	65.3	45.1	45.4	53.9	75.3	37.8	64.5	1	1	1	1	0	0	0	1	0	1	6	6	6	6	1	1	3	9	0	6
16	12	1196	4	56.8	69.7	64.1	48.8	40.1	51.4	58.2	49.4	45.1	66.4	0	1	1	0	0	0	0	0	0	1	4	7	6	2	0	3	5	2	1	7
17	12	1142	8	45.9	65.7	62.8	46.9	48.6	58.5	63.8	43.6	44	64.3	0	1	1	0	0	0	1	0	0	1	2	7	6	2	2	5	6	1	1	6
18	12	1058	4	47.8	68.5	54.5	52.1	55.6	72.8	75	51	41.6	65.5	0	1	0	0	0	1	1	0	0	1	2	8	4	3	4	9	9	3	1	7
19	12	1064	8	56.3	64.9	54.3	54	55.5	66.3	75.5	53.2	50.4	62.5	0	1	0	0	0	1	1	0	0	1	4	7	4	4	4	7	9	4	3	6
20	12	1070	2	45.5	73.2	52.4	51.9	62.3	69.2	71.3	58.5	43.2	73.3	0	1	0	0	1	1	1	0	0	1	2	9	3	3	6	8	8	5	1	9
21	12	1046	3	52.8	75.5	45.1	57.7	66.6	68.4	71.1	63.6	51.2	66.1	0	1	0	0	1	1	1	1	0	1	4	10	1	5	7	8	8	6	3	7
22	12	1052	11	53.2	78	55.3	61.5	69.5	66.3	58.9	67.6	57.8	78.4	0	1	0	1	1	1	0	1	0	1	4	10	4	6	8	7	5	7	5	10
23	12	998	13	46.9	74.6	66	59.2	66	63.7	61.9	67.7	70.8	70.4	0	1	1	0	1	1	1	1	1	1	2	10	7	5	7	7	6	8	8	8
24	12	974	15	50.9	64.1	70.3	62.3	70.3	66.9	68.8	77.7	71.9	68.6	0	1	1	1	1	1	1	1	1	1	3	7	8	6	8	8	8	10	9	8
25	12	1010	8	53.9	71.2	63.2	63.4	72.2	62.8	74.2	72.2	77.9	70.6	0	1	1	1	1	1	1	1	1	1	4	9	6	6	9	6	9	9	10	8
26	12	1046	17	55.1	80.5	52.9	65.9	75	66.1	75.1	65.6	63	70.9	0	1	0	1	1	1	1	1	1	1	4	11	4	7	9	7	9	7	6	8
27	12	1052	16	47.3	79.5	53.1	72.2	67.7	65.9	74.8	59.6	57	74.5	0	1	0	1	1	1	1	0	0	1	2	11	4	9	7	7	9	5	5	9
28	12	1058	16	53.8	72.5	60.6	66.1	72.1	73.4	71.2	70	57.7	76.6	0	1	1	1	1	1	1	1	0	1	4	9	6	7	9	9	8	8	5	10
29	12	1034	18	72.2	66.5	63	69.9	76.8	79.9	60.8	70.3	53.4	70	1	1	1	1	1	1	1	1	0	1	9	7	6	8	10	11	6	8	4	8
30	12	1010	20	79.3	73.9	69.1	65.8	92.5	73.8	50.7	60.5	44.4	65.5	1	1	1	1	1	1	0	1	0	1	11	9	8	7	14	9	3	6	1	7
31	12	956	5	67.3	70.4	74.7	64.5	91	73.6	55.4	61.3	45.4	70.8	1	1	1	1	1	1	0	1	0	1	8	9	10	7	14	9	4	6	2	9
32	12	872	16	65.4	67.8	72.3	54.1	84.4	72.7	55.9	63.7	58	63.6	1	1	1	0	1	1	0	1	0	1	7	8	9	4	13	10	5	7	5	7
33	12	788	4	73.1	68.4	66.2	50.6	81.4	74.4	54.1	61.8	61.8	55.4	1	1	1	0	1	1	0	1	1	0	10	9	8	3	13	11	4	7	7	5
34	12	734	0	77.4	77	64.5	56.5	80	63.4	51	76.8	62.9	55.5	1	1	1	0	1	1	0	1	1	0	12	12	8	5	13	7	4	12	7	5
35	12	680	11	73.5	71.7	55.8	63	87.5	69.7	48.6	81.4	75.6	50.5	1	1	0	1	1	1	0	1	1	0	11	10	5	8	15	10	3	13	12	4
36	12	746	8	76	82.7	68.2	68.4	75.1	60	63.6	76.4	77.8	50.1	1	1	1	1	1	0	1	1	1	0	11	13	9	9	11	6	7	11	12	3
37	12	812	18	70.4	94.9	68.4	74.8	66.2	58.1	63.3	66.7	70.1	62.4	1	1	1	1	1	0	1	1	1	1	9	16	9	11	8	6	7	8	9	7
38	12	878	10	67.3	97.1	60.7	75.8	74.4	51.8	49.8	56.8	70.1	54.2	1	1	1	1	1	0	0	0	1	0	8	17	6	10	10	4	3	5	9	4
39	12	884	1	69.6	98	64.6	59.5	69.7	54.1	60.1	59.4	72.7	61.8	1	1	1	0	1	0	0	0	1	1	9	17	7	6	9	4	6	6	10	6
40	12	890	11	60.6	85.8	64.1	70.8	69.2	65.4	56.3	57	83	65.8	1	1	1	1	1	1	0	0	1	1	6	13	7	9	8	7	5	5	12	8
