"","Neo.Reference.ID","Name","Absolute.Magnitude","Est.Dia.in.KM.min.","Est.Dia.in.KM.max.","Est.Dia.in.M.min.","Est.Dia.in.M.max.","Est.Dia.in.Miles.min.","Est.Dia.in.Miles.max.","Est.Dia.in.Feet.min.","Est.Dia.in.Feet.max.","Close.Approach.Date","Epoch.Date.Close.Approach","Relative.Velocity.km.per.sec","Relative.Velocity.km.per.hr","Miles.per.hour","Miss.Dist..Astronomical.","Miss.Dist..lunar.","Miss.Dist..kilometers.","Miss.Dist..miles.","Orbiting.Body","Orbit.ID","Orbit.Determination.Date","Orbit.Uncertainity","Minimum.Orbit.Intersection","Jupiter.Tisserand.Invariant","Epoch.Osculation","Eccentricity","Semi.Major.Axis","Inclination","Asc.Node.Longitude","Orbital.Period","Perihelion.Distance","Perihelion.Arg","Aphelion.Dist","Perihelion.Time","Mean.Anomaly","Mean.Motion","Equinox","Hazardous"
"4249",3718390,3718390,23.4,0.0555334912,0.1241766613,55.5334911581,124.1766612574,NA,0.0771597762,182.1964991311,407.4037573197,"2015-05-15",1431673200000,5.496262184,19786.5438624409,12294.588879415,0.2065718243,80.3564376831,30902704,19202050,"Earth",13,"2017-04-06 08:34:02",5,0.206438,3.614,2458000.5,0.425788929265207,2.09898031022358,8.91873815910242,213.56644068617,1110.73632185325,1.20525773138473,26.8304857493373,2.99270288906243,2458275.80538566,270.770957167737,0.324109325424186,"J2000",0
"3942",3673913,3673913,24,0.0421264611,0.0941976306,42.1264610556,94.1976305719,0.0261761612,NA,138.2101784897,309.0473542854,NA,1403420400000,11.5734557047,41664.4405368368,25888.6630657918,0.0661784911,25.7434329987,9900162,6151675.5,"Earth",4,"2017-04-06 08:40:00",8,NA,5.19,2456831.5,0.108519351148673,1.20900933278673,22.3231386913002,90.5071818753274,485.560004639613,1.07780842446002,177.530349414296,1.34021024111344,2456829.47882601,1.49852259142968,0.741411970838074,"J2000",0
"49",3562320,NA,25.6,0.0201629919,0.0450858206,20.1629919443,45.0858206172,0.0125286985,0.0280150214,66.1515504905,147.9193637137,"1995-04-15",797929200000,14.0912031607,50728.3313784829,31520.6123501468,0.2689702852,104.6294403076,40237380,25002350,"Earth",10,"2017-04-06 08:53:48",7,0.024568,6.797,2458000.5,0.198610406795822,0.863323089035634,15.2906013411329,18.6394879034044,292.993820551631,NA,344.800531444118,1.03478803894523,2458132.94505947,197.265436793637,1.22869485548267,"J2000",0
"3211",2308635,2308635,21.9,0.1108038821,0.2477650126,110.8038821264,247.7650126055,0.068850319,0.1539539936,363.5298086356,812.8773639568,"2011-11-08",1320739200000,13.7164975111,49379.3910398275,30682.4332824973,0.0021720264,0.844918251,324930.5,201902.46875,"Earth",126,"2017-09-11 14:10:13",0,0.00047866,5.348,2458000.5,0.430448933132617,1.15709952435432,0.340335887665615,35.9400816205776,454.626240892907,0.659027268567745,273.560543324852,1.6551717801409,2458088.50828984,290.309820481632,0.791859262881402,"J2000",1
"156",3710226,3710226,NA,0.0167708462,0.0375007522,16.7708462163,37.5007521798,NA,0.0233018799,55.0224631002,NA,"1995-12-08",818409600000,8.4548375526,30437.4151891801,18912.6261212991,0.1687031221,65.6255187988,NA,15681935,"Earth",14,"2017-04-06 08:35:40",NA,NA,4.839,2458000.5,0.284718078870269,1.3431368599621,7.99279344630205,143.385009515295,568.563306910064,0.960721513533843,330.491771844613,1.72555220639035,2458177.54623242,247.898774161062,0.633174873623959,"J2000",0
"2322",3766184,3766184,19.6,0.3195618867,NA,319.5618867213,714.5621017269,0.1985664891,0.4440081677,1048.4314204307,2344.3639258298,"2008-01-08",1199779200000,16.8594384201,60693.9783121901,37712.8778018161,NA,191.586151123,NA,45781608,"Earth",12,"2017-04-06 08:21:16",NA,0.277248,NA,2458000.5,0.338138107473635,NA,33.3728742869222,111.921619709059,822.529990350535,1.13711115526125,302.549316368388,NA,NA,140.213238425224,0.437674010945887,"J2000",0
"1591",3428700,3428700,21.9,NA,0.2477650126,110.8038821264,247.7650126055,0.068850319,0.1539539936,363.5298086356,812.8773639568,"2004-06-15",1087282800000,17.5083789513,63030.1642245144,39164.4928760601,NA,138.8462371826,53396148,33178828,NA,16,"2017-04-06 09:02:45",6,NA,6.122,2458000.5,0.518567570260301,0.956820828267306,NA,10.161911326491,341.856906006477,0.460644576178281,139.408390258775,1.45299708035633,2457907.97030335,97.440450109235,1.05307218802589,"J2000",0
"3298",3601924,3601924,22.6,0.0802703167,0.1794898848,80.2703167283,179.4898847799,0.049877647,0.1115298092,263.3540659348,588.8775935812,"2012-03-08",1331193600000,7.4328318546,26758.1946765619,NA,0.1067254524,41.5162010193,15965901,9920751,"Earth",12,"2017-04-06 08:50:18",8,0.0759582,3.641,2456017.5,0.48672643149546,2.041118801592,3.72182229690802,195.744466567335,1065.1256703954,1.04765233103483,309.747210801286,3.03458527214916,2455978.07086773,13.3265848435371,0.337988286270819,"J2000",0
"2218",3685807,3685807,21.3,0.1460679643,0.3266178974,146.0679642714,326.6178974458,0.090762397,0.2029508896,479.2256199,1071.581062656,"2007-08-22",NA,NA,49380.0184640722,NA,0.3841451637,149.4324645996,57467300,35708524,"Earth",7,"2017-04-06 08:38:55",6,0.210535,5.051,NA,0.0428415697530104,1.24646207352543,26.3220399153558,345.550083819674,508.296395304415,1.19306168165801,214.793164934926,NA,2458241.12742304,189.57606409504,0.70824818614816,"J2000",0
"4388",3596037,3596037,26.5,0.0133215567,0.0297879063,13.3215566698,29.7879062798,NA,0.0185093411,43.7058959846,97.7293544391,"2015-10-22",1445497200000,6.658687303,23971.2742909354,14894.8176281649,0.2605492591,101.3536605835,38977612,24219566,"Earth",15,"2017-04-06 08:51:20",5,NA,5.972,2458000.5,0.240447388927189,1.01758185997266,1.53557220534712,292.145132714904,374.93195935234,0.772906958722559,293.676644006401,1.26225676122276,2457905.22808319,NA,NA,"J2000",0
"4244",3565066,3565066,26.3,0.0146067964,0.0326617897,14.6067964271,32.6617897446,0.0090762397,0.020295089,47.92256199,107.1581062656,"2015-05-15",1431673200000,22.3281710832,80381.4158994548,49945.8858959696,0.4982447463,193.817199707,74536352,46314740,"Earth",9,"2017-04-06 08:53:31",6,0.00576528,6.742,NA,0.282259446189521,0.873664186412508,1.55145981128577,NA,298.273882195434,0.627064217000095,32.3182276913348,1.12026415582492,2457978.84973927,26.130661541879,1.20694442755173,"J2000",0
"2767",2368790,2368790,NA,0.2914439045,0.6516883822,291.4439045349,651.6883821679,0.1810947904,0.4049402617,956.1808197541,2138.0853117517,"2009-12-22",1261468800000,15.4208753122,55515.1511238318,34494.9559858054,0.4712480228,183.3154907227,70497704,43805240,"Earth",41,"2017-07-28 06:19:27",0,0.221126,4.201,NA,NA,NA,25.4574318045826,NA,746.981262733145,1.20200845757903,173.424640871649,2.0203277394219,2458201.44050304,263.158774252759,0.481939799510886,"J2000",0
"2237",3760496,NA,19.4,0.3503926411,0.7835017643,350.3926411083,783.5017643338,0.2177238258,0.4868452748,1149.5821926537,2570.543928497,"2007-09-15",1189839600000,12.9178892171,46504.4011814063,28896.0263896355,0.4426524899,172.1918182373,66219872,41147120,"Earth",27,"2017-04-06 08:23:31",4,0.232081,3.064,2458000.5,0.578447721177637,2.75005478155627,8.96889705682429,100.796304275459,1665.75238813245,1.15929186005138,277.063632654571,4.34081770306116,2457696.02451639,65.8028017139933,0.216118555533703,"J2000",0
"3185",3577160,3577160,20.5,0.2111324448,0.4721064988,211.1324447897,472.1064988055,0.1311915784,0.2933532873,692.6917701639,1548.9058855411,"2011-09-22",1316674800000,3.2730240662,11782.8866382064,7321.4275336122,0.3028722447,117.8172988892,45309044,28153734,"Earth",22,"2017-04-06 08:52:54",1,0.292801,4.044,2458000.5,0.295864026667729,1.76629610671657,9.52221354341772,233.541631586484,857.420167432191,1.24371262829587,107.588712974216,2.28887958513727,2458373.64530763,203.329658143618,0.419864161905744,"J2000",0
"2654",NA,2022771,16.8,1.1602590821,2.5944181791,1160.2590820944,2594.4181790745,0.7209513461,1.6120962183,3806.6244068985,8511.8709386348,"2009-07-22",1.248246e+12,13.6445831464,49120.4993271386,30521.5680402435,NA,109.8304977417,42237556,26245200,"Earth",386,"2017-04-12 06:14:24",NA,0.0627723,NA,NA,0.524019735163961,1.57672377777514,11.4009311125145,NA,NA,0.750489401318688,305.730904368894,NA,2457915.75862728,42.1857857967811,0.49781806033891,"J2000",0
"2693",3768616,3768616,23.4,0.0555334912,0.1241766613,55.5334911581,124.1766612574,0.0345069009,0.0771597762,182.1964991311,407.4037573197,"2009-09-22",1253602800000,10.4378842076,37576.3831474518,23348.5031840375,0.2743196148,106.7103347778,NA,25499602,"Earth",7,"2017-04-06 08:20:15",7,NA,5.514,2458000.5,0.381053639134806,1.11730543340307,0.898418201499187,255.859140999416,431.376311781204,0.691552131979739,139.581400563214,1.5430587348264,NA,239.842971964043,0.834538175064637,"J2000",0
"3698",3769886,3769886,25.1,0.0253837029,0.0567596853,25.3837029364,56.7596852866,0.0157726969,NA,83.279867942,186.2194458756,"2013-09-08",1378623600000,6.3867210702,22992.1958527257,14286.4563619339,0.3594863677,139.8401947021,53778396,33416346,"Earth",18,"2017-05-11 06:16:46",6,0.00292489,5.205,2458000.5,0.264432173243042,1.21706331876241,4.58614045117285,167.438455220818,490.42001571302,0.895232620407675,59.9088386639595,1.53889401711714,2457870.69247288,NA,NA,"J2000",0
"2298",3407479,NA,18.5,0.5303407233,1.1858779086,530.3407233187,NA,0.3295383456,NA,1739.963058693,3890.675677576,"2007-12-08",1197100800000,25.5158653159,91857.1151373336,57076.4391251949,0.451865147,NA,67598064,42003488,"Earth",33,"2017-04-06 09:03:55",0,0.0711103,3.436,2458000.5,0.596204314957042,1.89414215370822,44.6769903421678,NA,952.176109921273,0.764846428525353,54.9799685930321,3.02343787889108,2458287.21905887,251.596879907272,0.378081319462809,"J2000",0
"4265",3261681,3261681,24.2,0.0384197891,0.0859092601,38.4197891064,85.9092601232,0.0238729428,0.0533815229,126.0491808919,281.8545369825,"2015-06-08",1433746800000,NA,NA,11563.1805247685,0.1867198484,72.6340179443,NA,17356694,"Earth",24,"2017-09-04 06:17:03",1,0.0138293,6.354,2458000.5,0.164114175667926,NA,1.29386417088308,233.32678966454,334.849105644798,0.788825190706338,332.270038362167,1.09857418309369,2458148.23132308,201.172410461273,1.07511112895694,"J2000",0
"2598",3392302,3392302,22.2,0.096506147,0.2157943048,96.5061469579,NA,0.059966121,0.134088323,316.6212271853,707.9865871058,"2009-03-22",1237705200000,7.9503390272,NA,17784.1133700036,0.2127986782,NA,31834230,19780874,"Earth",18,NA,2,NA,6.185,2458000.5,0.150264234792224,0.972126442023786,13.1192305747006,53.781816220275,NA,0.826050606091794,179.907165174788,1.11820227795578,2458100.28712751,257.388872252065,1.02830024581464,"J2000",0
"3967",3445543,3445543,22.7,0.0766575574,0.1714115092,76.6575573531,171.4115092306,0.0476327831,0.1065101409,251.5011804664,562.3737359442,"2014-08-08",1407481200000,17.1012033722,61564.3321398307,NA,0.3267884214,127.1206970215,48886852,30376882,"Earth",12,"2017-04-06 09:01:28",NA,NA,NA,2458000.5,0.263833123351592,0.901307221059757,22.7722591130562,305.008457788492,NA,0.663512521828217,NA,1.1391019202913,NA,236.411619278653,1.15184700678824,"J2000",0
"3945",3770329,3770329,25.8,0.0183888672,0.0411187571,18.388867207,41.1187571041,0.0114263088,0.0255500032,60.3309310875,134.9040630575,"2014-06-22",1403420400000,9.164753928,32993.1141407632,20500.6380615204,0.1882571645,73.2320327759,NA,17499596,"Earth",4,"2017-04-06 08:19:44",7,NA,4.986,2458000.5,0.254652431760424,1.29076725397244,7.66677918504445,NA,535.636712008971,0.962070233911631,220.732091030857,1.61946427403324,2457859.44529894,94.802486913795,0.672097322548666,"J2000",0
"1803",3656925,NA,21.7,0.1214940408,0.2716689341,121.4940407996,271.6689340891,0.0754928736,0.1688071972,398.6025088171,891.3023057169,"2005-08-22",1.124694e+12,15.4988361566,55795.8101636297,34669.3465986176,0.3326328498,129.3941802979,49761164,30920154,"Earth",28,"2017-08-10 06:17:41",2,0.0536154,5.164,2458000.5,0.239146496392847,1.21991840611916,17.1434789112377,304.79794819006,492.146728878308,0.928179193410617,114.286509686301,1.51165761882771,2458101.05352927,286.446182791891,0.73148916547816,NA,0
"1939",2190135,2190135,17.2,0.9650614696,2.1579430484,NA,2157.9430484443,0.5996612104,1.34088323,3166.2122718533,NA,"2006-04-08",1144479600000,17.6494764813,63538.1153325007,39480.1139409086,0.1101069956,42.8316230774,16471772,10235085,"Earth",61,NA,0,NA,3.476,2458000.5,0.688618313896768,2.01798430689592,6.23043550803544,259.851018362516,1047.0685222959,0.628363356011114,216.953477994951,3.40760525778072,2457974.21852787,9.03601795309604,0.343817039987631,"J2000",0
"1237",3449054,3449054,22,0.1058168859,NA,NA,236.6137501138,0.0657515442,NA,347.1682720448,NA,"2002-07-22",1027321200000,3.5215200827,12677.4722977259,7877.2882729953,0.4405733776,171.3830413818,65908836,40953852,"Earth",70,"2017-06-17 06:17:07",NA,0.0127543,4.561,2458000.5,0.307263775878031,1.46085397660663,7.91640662673626,63.4075249823926,644.924146369667,1.01198646774804,160.294564242944,1.90972148546522,2458160.39535586,270.745583904899,0.558205181223979,"J2000",1
"3286",3250168,3250168,18.5,0.5303407233,1.1858779086,530.3407233187,NA,NA,0.7368701419,1739.963058693,3890.675677576,"2012-02-15",1329292800000,8.5995111346,30958.2400846214,19236.2464570249,0.2499152803,97.217048645,NA,23231078,"Earth",83,"2017-04-06 09:12:26",0,0.091726,4.566,NA,NA,1.44407781320863,14.5111185847062,25.5863812117728,633.846826371345,0.967293025580912,63.488961039,1.92086260083635,2457825.42062007,99.4381830921244,0.567960562429464,"J2000",0
"985",NA,3076610,19.5,0.3346223745,0.7482383761,334.6223744549,748.2383760735,0.2079246394,0.464933628,1097.8424710066,2454.8503937571,"2001-02-08",981619200000,26.22956571,94426.4365560464,58672.9155367279,0.2751240142,107.0232391357,41157968,25574374,"Earth",18,"2017-04-06 09:16:31",7,NA,3.066,2458000.5,0.467342522587871,2.26943593417329,48.528909190722,315.31551707126,1248.74947212635,1.20883201984518,182.3500612812,3.3300398485014,2458199.97958588,302.492347329512,0.288288410154038,"J2000",0
"2486",3430492,3430492,23.8,0.046190746,0.1032856481,46.1907460282,103.2856480504,0.0287015901,0.0641787064,NA,NA,"2008-09-22",NA,8.4085085026,30270.6306092131,18808.9926693747,0.1904686948,74.0923233032,28493712,17705172,"Earth",9,"2017-04-06 09:02:36",2,0.0777859,5.61,2458000.5,0.287353929393537,1.09429214408702,13.3243585753737,NA,418.117503869648,0.779842996579135,241.701597190541,1.4087412915949,2457984.53650291,13.7446026521555,0.861001983098591,"J2000",0
"542",NA,3713287,26.6,0.0127219879,0.0284472297,12.7219878539,28.4472296503,0.0079050743,0.0176762835,41.7388066307,93.330808926,"1998-06-22",898498800000,7.7640117591,27950.4423327029,17367.3179038953,0.1006676058,39.1596984863,15059659,9357638,"Earth",8,"2017-04-06 08:35:06",6,0.0141892,NA,2458000.5,0.265981058502211,0.899051247914903,5.59129820882459,356.064875762247,311.368804463875,0.659920645346763,44.7527272480119,NA,2457936.73509528,73.724038410326,1.1561851888787,"J2000",0
"3631",3566699,3566699,24.1,0.040230458,0.0899580388,40.2304579834,89.9580388169,0.0249980399,NA,131.9896957704,NA,"2013-05-22",1.369206e+12,25.4234193951,91524.3098223028,56869.6468448636,0.3796241984,147.6738128662,56790972,35288272,"Earth",9,"2017-04-06 08:53:24",8,0.0167161,8.56,2455710.5,0.602806993102931,0.648741276417762,16.8632497411484,242.953251503149,NA,0.257675498278613,185.77545158589,1.03980705455691,2455620.03629052,NA,1.88623924902927,"J2000",0
"1975",3668968,NA,26.5,0.0133215567,0.0297879063,13.3215566698,29.7879062798,0.008277629,0.0185093411,43.7058959846,97.7293544391,"2006-06-15",1150354800000,9.392876579,33814.3556842619,21010.9256194793,0.226026277,87.9242248535,33813052,21010456,"Earth",13,"2017-04-06 08:41:32",6,0.00679552,6.454,2458000.5,0.118224729936576,0.926445381391669,1.23449049071736,NA,325.70779896236,0.81691662637565,207.299386164483,1.03597413640769,2457926.74264525,NA,1.10528517016445,"J2000",0
"2867",3151655,3151655,22.4,0.0880146521,0.1968067451,88.0146520901,196.8067450894,0.0546897524,0.122290004,288.7619911632,645.6914415591,NA,1273906800000,17.7146895026,NA,39625.9889483561,0.1404606976,54.639213562,21012622,13056638,"Earth",22,"2017-04-06 09:14:13",NA,NA,7.733,2458000.5,0.58209286692326,0.730034242069303,6.60460615499118,359.287315885672,227.831239794165,0.305086517151033,29.5689237763169,1.15498196698757,2457898.85623135,160.609040044432,NA,"J2000",0
"1625",3249980,3249980,24.4,0.0350392641,0.0783501764,35.0392641108,78.3501764334,0.0217723826,0.0486845275,114.9582192654,257.0543928497,"2004-08-15",1092553200000,13.2622330439,47744.0389580976,NA,0.0448861436,17.4607086182,6714871.5,4172427.5,"Earth",8,"2017-04-06 09:12:27",NA,0.0200819,6.228,2453240.5,0.4171001370559,0.9503319508337,14.3532748771515,327.208724125635,338.385249151506,0.553948363892363,232.181462424406,1.34671553777504,2453158.57715376,87.1557632003453,1.06387616157233,"J2000",0
"2085",3645085,3645085,23.6,0.0506471459,0.1132504611,50.6471458835,NA,0.0314706677,0.0703705522,166.1651821003,371.5566426699,"2006-11-22",1164182400000,25.5606967456,92018.5082840603,57176.7225501707,0.4939708746,192.1546630859,73896992,45917460,"Earth",15,"2017-04-06 08:45:20",5,0.0586937,3.345,2458000.5,0.592579253900344,2.27417672263862,7.1880510753838,279.224166245448,1252.66441920904,0.926546777099897,69.6234689527324,3.62180666817734,2457793.00807924,59.6305685122987,0.287387423542621,"J2000",0
"2094",3363431,3363431,27.1,0.0101054342,0.0225964377,10.1054341542,22.5964377109,0.0062792237,0.0140407711,33.1543125905,74.1352966996,"2006-12-22",1166774400000,9.4406504929,33986.3417744215,21117.7910875565,NA,4.7854218483,NA,1143529,"Earth",11,"2017-04-06 09:07:22",7,0.00243295,4.082,2458000.5,0.464450701007051,1.69413864225977,0.303794497637458,NA,NA,0.907294762259084,12.6965478823524,NA,2458151.37452137,292.563261739297,0.446972342625136,"J2000",0
"3359",3605165,NA,27.3,0.0092162655,0.0206081961,9.216265485,20.6081961232,0.0057267201,0.0128053354,30.2370924539,NA,"2012-05-22",1.33767e+12,6.0034212156,21612.3163762099,13429.0529172066,0.0177298441,6.8969097137,2652347,1648092,"Earth",4,"2017-04-06 08:49:40",9,0.0147965,4.947,2456074.5,0.250843866968437,1.30665346149417,6.16223274843813,NA,545.555654963441,NA,316.348207945474,1.63441946856306,NA,26.1044233408983,0.65987768016835,"J2000",0
"1488",3624741,3624741,19,0.4212646106,0.9419763057,421.2646105562,941.9763057186,0.2617616123,0.5853167591,1382.1017848971,3090.4735428537,"2003-12-22",1.07208e+12,35.6427888668,128314.039920623,79729.3544162337,0.3813485705,148.3446044922,57048936,35448564,"Earth",24,"2017-04-06 08:47:08",3,0.015962,NA,NA,0.770621379109597,2.75230203307745,24.8192184444927,286.212489554677,1667.79459975316,0.631319244621159,262.270689387763,4.87328482153374,2458042.80184669,NA,0.215853918733926,"J2000",1
"868",2068347,2068347,19.9,0.2783267681,0.6223575734,278.3267680719,622.3575733667,0.1729441822,0.3867149477,913.1455937611,2041.8556210042,"2000-06-08",960447600000,20.9959195099,75585.310235734,46965.7723517537,0.2732462821,106.2928085327,40877064,25399830,"Earth",37,"2017-07-02 06:22:32",0,0.0138031,6.165,2458000.5,0.37976857231769,0.962877776311172,17.137908714127,NA,345.108114949551,0.597207057885047,243.875608846173,1.3285484947373,2457849.95343173,157.042857671772,NA,"J2000",1
"376",3297357,3297357,20.5,0.2111324448,0.4721064988,211.1324447897,472.1064988055,0.1311915784,0.2933532873,692.6917701639,NA,"1997-07-08",868345200000,18.6364619477,67091.2630115969,41687.9017307336,0.4424472217,172.1119689941,66189160,41128040,"Earth",23,NA,1,0.0503735,5.099,2458000.5,NA,1.21111202222665,3.22379223384828,84.8937352685426,486.827272381105,0.542162070136321,NA,1.88006197431698,NA,51.2679750725587,0.739481989657678,"J2000",0
"2869",3410474,3410474,21,0.1677084622,0.3750075218,167.7084621628,375.0075217981,0.1042091748,0.2330187988,550.2246310023,1230.3396778159,"2010-05-15",1273906800000,29.3918877519,NA,65746.7137121303,0.3706337018,144.1764984131,55446012,34452556,NA,17,"2017-04-06 09:03:27",2,NA,5.751,2458000.5,0.592063724910124,1.02204832684398,22.488144258735,64.9445727744464,377.403196558188,NA,27.7111355635153,1.62716606627339,2457920.95988107,75.8722848039695,0.953886992169382,"J2000",0
"280",3733300,3733300,22.7,NA,0.1714115092,76.6575573531,171.4115092306,0.0476327831,0.1065101409,251.5011804664,562.3737359442,"1996-11-22",848649600000,18.3965306839,66227.510461874,41151.1994867128,0.3207319199,124.7647094727,47980812,29813894,"Earth",18,"2017-04-06 08:30:55",7,0.0108586,7.987,2458000.5,0.422594518917407,0.708164406840243,17.0238890696263,41.6616965786058,217.670497120129,0.408898010017159,186.506997012277,1.00743080366333,2458098.76969372,197.474117030974,1.65387594902823,"J2000",0
"981",NA,2267223,18.1,0.6376097899,1.4257388333,NA,1425.7388332807,0.3961922327,0.8859127646,2091.8957030147,4677.6209937807,"2001-01-22",980150400000,24.5212960752,88276.6658705465,54851.6871905071,0.3632443855,141.3020629883,54340588,33765676,"Earth",NA,"2017-04-06 09:24:38",0,NA,3.327,2458000.5,0.900973152977908,1.84270695462116,12.7905741049985,342.727135212485,913.656270710513,0.182477459701814,14.7748104673303,3.50293644954051,2458278.17015073,250.592055823972,0.394021265480992,"J2000",0
"715",3689353,3689353,21.7,0.1214940408,0.2716689341,121.4940407996,NA,0.0754928736,0.1688071972,398.6025088171,891.3023057169,"1999-07-15",9.32022e+11,8.0857295754,29108.6264713311,NA,0.1804702541,70.2029266357,26997966,16775759,"Earth",6,"2017-04-06 08:38:35",5,0.0012832,5.336,2458000.5,NA,1.16066795421275,5.57236985571304,125.207730692744,456.730924130648,0.673126973518005,81.2089732949423,1.6482089349075,2458160.16956349,234.14681201004,0.788210258994904,"J2000",1
"1372",3166087,3166087,24.6,0.0319561887,0.0714562102,31.9561886721,71.4562101727,0.0198566489,0.0444008168,104.8431420431,234.436392583,"2003-05-08",1052377200000,5.9616273727,NA,13335.5642699738,0.3346714279,130.1871948242,50066136,NA,"Earth",13,"2017-04-06 09:13:33",7,NA,5.268,2458000.5,0.241649115638061,1.19870318556707,5.36950507087661,NA,479.364552393383,NA,NA,1.48836875027187,NA,230.126514852059,NA,"J2000",0
"1825",3293923,3293923,28,0.0066765941,0.0149293183,6.676594135,14.9293183439,0.004148642,0.0092766455,21.9048371017,48.9807047955,"2005-10-08",1128754800000,4.5212083185,16276.3499464275,10113.4908875454,0.012663087,4.9259409904,1894370.875,1177107.5,"Earth",9,"2017-04-06 09:10:15",8,0.00137649,6.996,2453654.5,0.225825114260025,NA,0.733700486197687,196.836128372526,279.863490945476,0.648242686153341,18.1771686043419,1.02642462247095,2453535.06051069,153.63996213467,NA,"J2000",0
"605",2162173,NA,19.3,0.3669061375,0.8204270649,366.9061375314,820.4270648822,NA,0.5097895857,1203.7603322587,2691.6899315481,"1998-11-08",9.10512e+11,11.0658723116,39837.140321638,24753.2497737422,NA,NA,36182688,22482880,"Earth",117,"2017-04-06 09:26:35",NA,0.00132059,5.308,2458000.5,0.190284255403881,1.18956055949551,5.88390331782979,251.591106336594,473.890782663659,0.96320591417408,211.446773978635,1.41591520481694,NA,NA,0.759668710955933,"J2000",1
"1828",2339714,2339714,20.4,0.2210828104,0.4943561926,NA,494.3561926196,0.137374447,0.3071786018,725.3373275385,1621.9035709942,"2005-10-15",1129359600000,12.376514422,44555.4519191438,27685.0251105369,0.1428854028,55.5824203491,21375352,13282028,"Earth",49,"2017-04-06 09:23:19",0,0.128112,4.505,NA,0.370989378703095,1.45138528965717,20.2344392127604,7.61588294334421,638.664096662086,0.912936762788442,80.5970800355593,1.98983381652589,2458189.39793074,253.522658590932,0.563676589746479,"J2000",0
"3373",3775157,3775157,25.545,0.0206802115,0.0462423588,20.6802115266,46.2423587626,0.0128500837,0.0287336607,67.8484651851,151.7137803228,"2012-06-15",1339743600000,4.275665052,15392.3941871634,9564.2351547961,0.1174979384,45.7066955566,17577442,10922116,"Earth",NA,"2017-06-17 06:18:12",7,0.0751103,4.719,2458000.5,0.226839073642494,1.40296751662861,2.91873051956203,104.271400886296,606.973667737886,1.08471966480607,147.676220063269,1.72121536845116,2457907.07694436,55.4098172946235,0.593106454422766,"J2000",0
"3936",2041429,2041429,20.6,0.2016299194,0.4508582062,201.6299194428,NA,0.1252869847,0.2801502144,661.5155049046,1479.1936371367,NA,1403420400000,14.2400713735,51264.25694469,31853.6156554381,0.2978962293,115.8816375732,44564644,27691186,"Earth",68,"2017-04-06 09:29:09",0,0.0108978,4.187,2458000.5,0.555291981755143,1.59252529922663,NA,351.96056777332,NA,0.708208769823875,297.189248457626,2.47684182862939,2458310.45479799,207.989731255468,0.490427216256383,"J2000",1
"4032",3689357,3689357,22,0.1058168859,0.2366137501,105.8168859331,236.6137501138,0.0657515442,0.1470249225,347.1682720448,776.2918559233,"2014-10-08",1412751600000,9.8216500929,35357.9403345032,21970.0490928473,NA,147.7134399414,56806208,35297744,"Earth",9,"2017-09-22 06:49:44",2,NA,4.864,2458000.5,0.0932829473509331,1.33105473954382,18.5747017776098,178.744708349582,560.908861348516,1.20689003035374,307.000264543332,NA,2458215.63352209,221.923971451704,0.641815497680856,"J2000",0
"2813",3511913,3511913,23.7,0.0483676488,0.1081533507,48.3676488219,108.1533506775,0.0300542543,0.0672033557,NA,354.8338390368,"2010-02-22",1266825600000,NA,31602.2678569518,NA,0.0342183636,NA,5118994.5,3180795.5,"Earth",13,"2017-04-06 08:58:09",7,0.0313945,2.963,2458000.5,0.642602790254841,2.82997757562998,5.85823013061332,157.020346831994,1738.89323635249,1.01142608917153,344.511853338615,NA,2458717.33168278,211.59560092311,0.207028236394281,NA,0
"4255",3143121,3143121,21.8,0.1160259082,0.2594418179,116.0259082094,259.4418179074,0.0720951346,0.1612096218,380.6624406898,851.1870938635,"2015-05-22",1.432278e+12,NA,65986.0870629262,NA,0.322740172,125.5459213257,48281244,30000574,"Earth",16,"2017-04-06 09:14:35",1,0.130683,6.474,2458000.5,0.237462894935789,0.906046430212909,25.5369721453007,NA,NA,0.690894021948314,351.256026933991,1.1211988384775,2458107.14849305,238.119811649617,1.14282147707079,"J2000",0
"928",3557844,3557844,23,0.0667659413,0.1492931834,66.7659413495,NA,0.0414864197,0.0927664547,219.0483710172,NA,"2000-09-22",9.69606e+11,18.7749289228,67589.7441219295,41997.6385073178,0.3680807672,143.1834106445,55064100,34215244,"Earth",12,"2017-04-06 08:54:23",6,0.0349837,6.896,2458000.5,0.275181449660373,NA,25.0658065265282,NA,281.096447944613,0.60869619501927,152.67341727877,1.07088608039036,2457974.05899064,33.8629799136488,1.2806992142104,"J2000",0
"978",3736814,3736814,19.7,NA,0.6824015094,305.1792325939,682.4015094011,0.1896295249,0.4240245083,1001.2442334633,2238.8501681036,"2001-01-15",979545600000,9.8385580617,35418.8090221394,22007.8705282288,0.2410395534,NA,NA,22406026,"Earth",16,"2017-04-06 06:20:26",NA,0.196366,7.953,2458000.5,0.489222399303246,0.710145743870275,13.9119185147867,1.28268129341028,218.584649543008,0.36272653919907,265.613759985195,1.05756494854148,2457904.12186284,158.730859871245,1.64695920208782,"J2000",0
